var_id,title,sub_id,sub_name,def,notes,vertical,unit,graph
1674,Number of Villages Having Family of Fixed Line Telephone Customers by Province and Urban Rural Classification,2,Communication,,"Source: BPS, Village Potential Data Collection.
Note:
- In 2011 Kalimantan Utara still included in Kalimantan Timur Province",1,Villages,1.0
1675,Number of Villages Receiving Cellular Phone Signals by Province (Weak Signal),2,Communication,,"Source: BPS, Village Potential Data Collection.",1,Villages,1.0
1676,Number of Villages Receiving Cellular Phone Signals by Province (Strong Signal),2,Communication,,"Source: BPS, Village Potential Data Collection.",1,Villages,1.0
1677,Number of Villages Having Base Transceiver Station (BTS) Tower by Province and Urban Rural Classification,2,Communication,,"Source: BPS, Village Potential Data Collection.",1,Villages,1.0
1679,Number of Villages Do Not Have BTS Towers by Province and Cellular Telephone Signal Reception (Urban),2,Communication,,"Source: BPS, Village Potential Data Collection.",1,Villages,1.0
1681,Number of Villages Do Not Have BTS Towers by Province and Cellular Telephone Signal Reception (Rural),2,Communication,,"Source: BPS, Village Potential Data Collection.",1,Villages,1.0
1682,Number of Villages Do Not Have BTS Towers by Province and Cellular Telephone Signal Reception (Urban Rural),2,Communication,,"Source: BPS, Village Potential Data Collection.",1,Villages,1.0
1684,Number of Villages Having BTS Towers by Province and Cellular Telephone Signal Reception (Urban),2,Communication,,"Source: BPS, Village Potential Data Collection.",1,Villages,1.0
1685,Number of Villages Having BTS Towers by Province and Cellular Telephone Signal Reception (Rural),2,Communication,,"Source: BPS, Village Potential Data Collection.",1,Villages,1.0
1686,Number of Villages Having BTS Towers by Province and Cellular Telephone Signal Reception (Urban Rural),2,Communication,,"Source: BPS, Village Potential Data Collection.",1,Villages,1.0
1687,Percentage of Household Owns Cellular Phone by Province and Lighting Source (Urban),2,Communication,,"ource: BPS, National Socio-Economic Survey (Susenas).
Notes:
- For urban areas, denominator is total household in urban area who own cellular phone
- For rural areas, denominator is total household in rural area who own cellular phone
- For urban + rural areas, denominator is total household in urban and rural area who own cellular phone",1,Percent,1.0
1688,Percentage of Household Owns Cellular Phone by Province and Lighting Source (Rural),2,Communication,,"Source: BPS, National Socio-Economic Survey (Susenas).
Notes:
- For urban areas, denominator is total household in urban area who own cellular phone
- For rural areas, denominator is total household in rural area who own cellular phone
- For urban + rural areas, denominator is total household in urban and rural area who own cellular phone",1,Percent,1.0
1689,Percentage of Household Owns Cellular Phone by Province and Lighting Source (Urban Rural),2,Communication,,"Source: BPS, National Socio-Economic Survey (Susenas).
Notes:
- For urban areas, denominator is total household in urban area who own cellular phone
- For rural areas, denominator is total household in rural area who own cellular phone
- For urban + rural areas, denominator is total household in urban and rural area who own cellular phone",1,Percent,1.0
1691,Average Number of Household Members Own Cell Phones from Households Own Cell Phones by Province and Urban Rural Classification,2,Communication,,"Source: BPS, National Socio-Economic Survey (Susenas).
Notes:
- For urban areas, denominator is total household in urban area who own cellular phone
- For rural areas, denominator is total household in rural area who own cellular phone
- For urban + rural areas, denominator is total household in urban and rural area who own cellular phone",1,,1.0
1692,Number of Villages Having Internet Facilities at Village Offices by Province and Urban Rural Classification,2,Communication,,"Source: BPS, Village Potential Data Collection.
Note:
-Villages in this table include the nagari, Transmigration Settlement Unit, and Entity of Transmigration Settlement which is still fostered by the relevant ministries",1,Villages,1.0
1693,Percentage of Household Ever Accessing Internet in the Last 3 Months by Province and Lighting Source (Urban),2,Communication,,"Source: BPS, National Socio-Economic Survey (Susenas).
Notes:
- For urban areas, denominator is total households in urban areas who access the internet
- For rural areas, denominator is total households in rural areas who access the internet
- For urban + rural areas, denominator is total households in urban and rural areas who access the internet",1,Percent,1.0
1694,Percentage of Household Ever Accessing Internet in the Last 3 Months by Province and Lighting Source (Rural),2,Communication,,"Source: BPS, National Socio-Economic Survey (Susenas).
Notes:
- For urban areas, denominator is total households in urban areas who access the internet
- For rural areas, denominator is total households in rural areas who access the internet
- For urban + rural areas, denominator is total households in urban and rural areas who access the internet",1,Percent,1.0
1695,Percentage of Household Ever Accessing Internet in the Last 3 Months by Province and Lighting Source (Urban Rural),2,Communication,,"Source: BPS, National Socio-Economic Survey (Susenas).
Notes:
- For urban areas, denominator is total households in urban areas who access the internet
- For rural areas, denominator is total households in rural areas who access the internet
- For urban + rural areas, denominator is total households in urban and rural areas who access the internet",1,Percent,1.0
1696,Percentage of Population Aged 5 Years and Over Who Have Accessed the Internet in the Last 3 Months by Province and School Participation,2,Communication,,"Source: BPS, National Socio-Economic Survey (Susenas).
Note:
- Denominator is total population who access the internet",1,Percent,1.0
1698,Percentage of Population Aged 5 Years and Over Who Have Accessed the Internet in the Last 3 Months by Province and Educational Level Currently Occupied,2,Communication,,"Source: BPS, National Socio-Economic Survey (Susenas).
Note:
- Denominator is total population who access the internet",1,Percent,1.0
1699,Percentage of Population Aged 5 Years and Over Who Have Accessed the Internet in the Last 3 Months by Province and Reading Ability,2,Communication,,"Source: BPS, National Socio-Economic Survey (Susenas).
Note:
- Denominator is total population who access the internet",1,Percent,1.0
1700,Percentage of Population Aged 10 Years and Over Who Have Accessed the Internet in the Last 3 Months by Province and Employment Status,2,Communication,,"&lt;p&gt;&lt;br /&gt;&lt;/p&gt;&lt;p&gt;Source: BPS, National Socio-Economic Survey (Susenas).
&lt;/p&gt;&lt;p&gt;Note:
- 2018 - 2021, Denominator is total population who access the internet&lt;/p&gt;&lt;p&gt;           - 2014 - 2017, Denominator is total population who work and access the internet&lt;br /&gt;&lt;/p&gt;&lt;p&gt;&lt;br /&gt;&lt;/p&gt;",1,Percent,1.0
1704,Number of Families Subscribed to Fixed Line Telephone by Province,2,Communication,,"Source: BPS, Village Potential Data Collection.
Note:
- In 2011 Kalimantan Utara still included in Kalimantan Timur Province",1,Families,1.0
1705,Percentage of Population Using a Computer by Province and Gender,2,Communication,,"Source: BPS, National Socio-Economic Survey (Susenas).
Note:
- Denominator is population in each gender",1,Percent,1.0
1707,Percentage of Population Aged 10 Years and Over Who Ever Accessing Internet in The Last 3 Months by Province and Main Business Field,2,Communication,,"Source: BPS, National Socio-Economic Survey (Susenas).
Notes:
- Denominator is total population who access the internet
A = Agriculture, Forestry, and Fisheries
B = Mining and excavation
C = Processing industry
D = Procurement of electricity, gas, steam and cold air
E = Water Management, Waste Water Management, Waste Management and Recycling, and Remediation Activities
F = Construction
G = Wholesale and retail trade; Car and Motorcycle Repair and Maintenance
H = Transportation and warehousing
I = Provision of Accommodation and Provision of Drinking Food
J = Information and Communication
K = Financial and Insurance Activities
L = Real estate
M = Professional, Scientific and Technical Activities
N = Rental and Leasing Activities without Option Rights, Employment, Travel Agencies and Other Business Supports
O = Government Administration, Defense and Mandatory Social Security
P = Education
Q = Human Health Activities and Social Activities
R = Arts, Entertainment and Recreation
S = Other Service Activities
T = Household activities as an employer; Activities that produce goods and services by households that are used to meet their own needs
U = Activities of International Agencies and Other International Extra Bodies",1,Percent,1.0
1852,Percentage of Household That Owns Cellular Phone by Province and Residence Ownership (Urban),2,Communication,,"Source: BPS, National Socio-Economic Survey (Susenas).
Notes:
- For urban areas, denominator is total household in urban area who own cellular phone
- For rural areas, denominator is total household in rural area who own cellular phone
- For urban + rural areas, denominator is total household in urban and rural area who own cellular phone
- Values for 2018 are not available",1,Percent,1.0
1853,Percentage of Household That Owns Cellular Phone by Province and Residence Ownership (Rural),2,Communication,,"Source: BPS, National Socio-Economic Survey (Susenas).
Notes:
- For urban areas, denominator is total household in urban area who own cellular phone
- For rural areas, denominator is total household in rural area who own cellular phone
- For urban + rural areas, denominator is total household in urban and rural area who own cellular phone
- Values for 2018 are not available",1,Percent,1.0
1854,Percentage of Household That Owns Cellular Phone by Province and Residence Ownership (Urban+Rural),2,Communication,,"Source: BPS, National Socio-Economic Survey (Susenas).
Notes:
- For urban areas, denominator is total household in urban area who own cellular phone
- For rural areas, denominator is total household in rural area who own cellular phone
- For urban + rural areas, denominator is total household in urban and rural area who own cellular phone
- Values for 2018 are not available",1,Percent,1.0
1855,Percentage of Households Who Have Telecommunications Expenditure by Province and Regional Classification,2,Communication,,"Source: BPS, National Socio-Economic Survey (Susenas).
Notes:
- For urban areas, denominator is total households in urban areas
- For rural areas, denominator is total households in rural areas
- For urban + rural areas, denominator is total households in urban and rural areas",1,Percent,1.0
1856,Average Consumption of Households Having Telecommunication Expenditure by Province,2,Communication,,"Source: BPS, National Socio-Economic Survey (Susenas).
Notes:
- For urban areas, denominator is total households in urban areas that have telecommunications expenditure
- For rural areas, denominator is total households in rural areas that have telecommunications expenditure
- For urban + rural areas, denominator is total households in urban and rural areasthat have telecommunications expenditure",1,Rupiahs,1.0
1857,Average Food Consumption of Households that Have Telecommunications Expenditure by Province,2,Communication,,"Source: BPS, National Socio-Economic Survey (Susenas).
Notes:
- For urban areas, denominator is total households in urban areas that have telecommunications expenditure
- For rural areas, denominator is total households in rural areas that have telecommunications expenditure
- For urban + rural areas, denominator is total households in urban and rural areasthat have telecommunications expenditure",1,Rupiahs,1.0
1858,Average Non-Food Consumption of Households that Have Telecommunications Expenditure by Province,2,Communication,,"Sumber: BPS, Survei Sosial Ekonomi Nasional (Susenas).
Catatan: 
- Untuk perkotaan, pembagi adalah total rumah tangga  di daerah perkotaan
- Untuk perdesaan, pembagi adalah total rumah tangga di daerah perdesaan
- Untuk perkotaan+perdesaan, pembagi adalah total rumah tangga di daerah perkotaan dan perdesaan ",1,Rupiahs,1.0
1859,Average Household Consumption for Telecommunications by Province,2,Communication,,"Source: BPS, National Socio-Economic Survey (Susenas).
Notes:
- For urban areas, denominator is total households in urban areas that have telecommunications expenditure
- For rural areas, denominator is total households in rural areas that have telecommunications expenditure
- For urban + rural areas, denominator is total households in urban and rural areasthat have telecommunications expenditure",1,Rupiahs,1.0
1860,Percentage of Average Household Telecommunications Consumption Against Non-Food Consumption by Province,2,Communication,,"Source: BPS, National Socio-Economic Survey (Susenas).
Notes:
- For urban areas, denominator is average non-food consumption in urban areas of households that have telecommunications expenditure
- For rural areas, denominator is average non-food consumption in rural areas of households that have telecommunications expenditure
- For urban + rural areas, denominator is average non-food consumption in urban and rural areas of households that have telecommunications expenditure",1,Percent,1.0
1861,Percentage of Average Household Telecommunications Consumption Against Total Consumption by Province,2,Communication,,"Source: BPS, National Socio-Economic Survey (Susenas).
Notes:
- For urban areas, denominator is average total consumption in urban areas of households that have telecommunications expenditure
- For rural areas, denominator is average total consumption in rural areas of households that have telecommunications expenditure
- For urban + rural areas, denominator is average total consumption in urban and rural areas of households that have telecommunications expenditure",1,Percent,1.0
2015,"Percentage of subscribers served by fixed broadband internet access networks to total households, by province",2,Communication,,,1,Percent,1.0
1,Inflation (Umum),3,Consumer Prices Indices,,"&lt;p&gt;1. Before April 1979, the base year is September 1966 (September 1966 = 100)&lt;br /&gt;
2.Since April 1979, the Term &quot;Consumer Price Index&quot; has been used ( the term that has been used before is &quot;Cost Living Index&quot;). The base year is April 1977-Maret 1978. CPI using a consumption pattern obtained from 1977/1978 Cost Living Survey in 17 Provincial Capital cities.) (April 1977-Maret 1978=100).&lt;br /&gt;
3. Since April 1990-1997, CPI has been based on a consumption pattern obtained from Cost Living Survey in 27 Provincial Capital cities and using 1988/1989 base year) (1988/1989=100)&lt;br /&gt;
4. Since December 1997, CPI has been based on a consumption pattern obtained from 1996 Cost of Living Survey in 44 cities(1996=100)&lt;br /&gt;
5. Since January 2004, CPI has been based on a consumption pattern obtained from 2002 Cost of Living Survey in 45 cities(2002=100)&lt;br /&gt;
6. Since June 2008, CPI has been based on a consumption pattern obtained from 2007 Cost of Living Survey in 66 cities(2007=100)&lt;br /&gt;
7. Since 2014, CPI has been based on a consumption pattern obtained from 2012 Cost of Living Survey in 82 cities (2012=100)&lt;br /&gt;&lt;/p&gt;",3,,3.0
2,Consumer Price Index (General),3,Consumer Prices Indices,,"1. Before April 1979, the base year is September 1966 (September 1966 = 100)&lt;br/&gt;
2.Since April 1979, the Term &quot;Consumer Price Index&quot; has been used ( the term that has been used before is &quot;Cost Living Index&quot;). The base year is April 1977-Maret 1978. CPI using a consumption pattern obtained from 1977/1978 Cost Living Survey in 17 Provincial Capital cities.) (April 1977-Maret 1978=100).&lt;br/&gt;
3. Since April 1990-1997, CPI has been based on a consumption pattern obtained from Cost Living Survey in 27 Provincial Capital cities and using 1988/1989 base year) (1988/1989=100)&lt;br/&gt;
4. Since December 1997, CPI has been based on a consumption pattern obtained from 1996 Cost of Living Survey in 44 cities(1996=100)&lt;br/&gt;
5. Since January 2004, CPI has been based on a consumption pattern obtained from 2002 Cost of Living Survey in 45 cities(2002=100)&lt;br/&gt;
6. Since June 2008, CPI has been based on a consumption pattern obtained from 2007 Cost of Living Survey in 66 cities(2007=100)&lt;br/&gt;
7. Since 2014, CPI has been based on a consumption pattern obtained from 2012 Cost of Living Survey in 82 cities (2012=100)",3,,3.0
1708,Inflation of 90 City (General),3,Consumer Prices Indices,,"&lt;p&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100)&lt;br /&gt;&lt;/p&gt;",412,,3.0
1709,Consumer Price Index of 90 City (General),3,Consumer Prices Indices,,"&lt;p&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100)&lt;br /&gt;&lt;/p&gt;",412,,3.0
1890,"Inflation by Food, Beverage and Tobacco Group and Sub (2018 = 100)",3,Consumer Prices Indices,,"&lt;ul&gt;&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100)
&lt;/li&gt;&lt;li&gt;This Combined Inflation Rate is a percentage change in the data months CPI against the previous months CPI
&lt;/li&gt;
&lt;/ul&gt;",412,,1.0
1894,Inflation by Clothing and Footwear Group and Sub (2018=100),3,Consumer Prices Indices,,"&lt;ul&gt;&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100)
&lt;/li&gt;&lt;li&gt;This Combined Inflation Rate is a percentage change in the data months CPI against the previous months CPI
&lt;/li&gt;
&lt;/ul&gt;",412,,1.0
1895,"Inflation by Housing, Water, Electricity and Household Fuel Group and Sub (2018=100)",3,Consumer Prices Indices,,"&lt;ul&gt;&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100)
&lt;/li&gt;&lt;li&gt;This Combined Inflation Rate is a percentage change in the data months CPI against the previous months CPI
&lt;/li&gt;
&lt;/ul&gt;",412,,1.0
1897,Inflation by Equipments and Routine Household Maintenance Group and Sub (2018=100),3,Consumer Prices Indices,,"&lt;ul&gt;&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100)
&lt;/li&gt;&lt;li&gt;This Combined Inflation Rate is a percentage change in the data months CPI against the previous months CPI
&lt;/li&gt;
&lt;/ul&gt;",412,,1.0
1898,Inflation by Health Group and Sub (2018=100),3,Consumer Prices Indices,,"&lt;ul&gt;&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100)
&lt;/li&gt;&lt;li&gt;This Combined Inflation Rate is a percentage change in the data months CPI against the previous months CPI
&lt;/li&gt;
&lt;/ul&gt;",412,,1.0
1899,Inflation by Transportation Group and Sub (2018=100),3,Consumer Prices Indices,,"&lt;ul&gt;&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100)
&lt;/li&gt;&lt;li&gt;This Combined Inflation Rate is a percentage change in the data months CPI against the previous months CPI
&lt;/li&gt;
&lt;/ul&gt;",412,,1.0
1900,"Inflation by Information, Communication and Financial Services Group and Sub (2018=100)",3,Consumer Prices Indices,,"&lt;ul&gt;&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100)
&lt;/li&gt;&lt;li&gt;This Combined Inflation Rate is a percentage change in the data months CPI against the previous months CPI
&lt;/li&gt;
&lt;/ul&gt;",412,,1.0
1901,"Inflation by Recreation, Sports and Culture Group and Sub (2018=100)",3,Consumer Prices Indices,,"&lt;ul&gt;&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100)
&lt;/li&gt;&lt;li&gt;This Combined Inflation Rate is a percentage change in the data months CPI against the previous months CPI
&lt;/li&gt;
&lt;/ul&gt;",412,,1.0
1902,Inflation by Education Group and Sub (2018=100),3,Consumer Prices Indices,,"&lt;ul&gt;&lt;li&gt;Since 2020, CPI has been based on a consumption pattern obtained from 2018 Cost of Living Survey in 90 cities (2018=100)
&lt;/li&gt;&lt;li&gt;This Combined Inflation Rate is a percentage change in the data months CPI against the previous months CPI
&lt;/li&gt;
&lt;/ul&gt;",412,,1.0
